Order Id,order date (DateOrders),Days for shipping (real),Days for shipment (scheduled),Late_delivery_risk,Delivery Status,Cycle_Time_Variance,Delivery_Category
822,1/12/2015 23:37,3,4,0,Advance shipping,-1,On-Time / Early
4242,3/3/2015 21:48,3,4,0,Advance shipping,-1,On-Time / Early
58249,4/30/2017 6:52,5,4,1,Late delivery,1,1 Day Late
7538,4/21/2015 0:32,4,4,0,Shipping on time,0,On-Time / Early
52813,2/9/2017 22:23,4,4,0,Shipping on time,0,On-Time / Early
2210,2/2/2015 5:54,6,4,1,Late delivery,2,2+ Days Late
53456,2/19/2017 7:40,2,4,0,Advance shipping,-2,On-Time / Early
53705,2/22/2017 22:54,6,4,1,Late delivery,2,2+ Days Late
8974,5/11/2015 23:38,5,4,1,Late delivery,1,1 Day Late
1612,1/24/2015 12:24,3,4,0,Advance shipping,-1,On-Time / Early
51538,1/22/2017 7:42,4,4,0,Shipping on time,0,On-Time / Early
3487,2/20/2015 21:18,3,4,0,Advance shipping,-1,On-Time / Early
9224,5/15/2015 15:13,5,4,1,Late delivery,1,1 Day Late
4523,3/8/2015 0:15,4,4,0,Shipping on time,0,On-Time / Early
60503,6/2/2017 4:32,4,4,0,Shipping on time,0,On-Time / Early
59496,5/18/2017 11:44,2,4,0,Advance shipping,-2,On-Time / Early
60351,5/30/2017 23:17,2,4,0,Advance shipping,-2,On-Time / Early
3280,2/17/2015 20:46,6,4,1,Late delivery,2,2+ Days Late
54216,3/2/2017 9:55,2,4,0,Advance shipping,-2,On-Time / Early
51432,1/20/2017 18:34,3,4,0,Advance shipping,-1,On-Time / Early
60730,6/5/2017 12:04,6,4,1,Late delivery,2,2+ Days Late
58143,4/28/2017 17:43,4,4,0,Shipping on time,0,On-Time / Early
2351,2/4/2015 7:18,2,4,0,Advance shipping,-2,On-Time / Early
54082,2/28/2017 10:58,3,4,0,Advance shipping,-1,On-Time / Early
2178,2/1/2015 18:42,4,4,0,Shipping on time,0,On-Time / Early
60983,6/9/2017 4:42,4,4,0,Shipping on time,0,On-Time / Early
58140,4/28/2017 16:40,6,4,1,Late delivery,2,2+ Days Late
52621,2/7/2017 3:07,2,4,0,Advance shipping,-2,On-Time / Early
9190,5/15/2015 3:18,6,4,1,Late delivery,2,2+ Days Late
4308,3/4/2015 20:56,4,4,0,Shipping on time,0,On-Time / Early
56101,3/29/2017 22:19,2,4,0,Advance shipping,-2,On-Time / Early
53213,2/15/2017 18:32,4,4,0,Shipping on time,0,On-Time / Early
9833,5/24/2015 12:35,4,4,0,Shipping on time,0,On-Time / Early
55951,3/27/2017 17:46,2,4,0,Advance shipping,-2,On-Time / Early
60030,5/26/2017 6:49,6,4,1,Late delivery,2,2+ Days Late
8909,5/11/2015 0:52,5,4,1,Late delivery,1,1 Day Late
6672,4/8/2015 9:08,3,4,0,Advance shipping,-1,On-Time / Early
54836,3/11/2017 11:08,2,4,0,Advance shipping,-2,On-Time / Early
57044,4/12/2017 16:42,5,4,1,Late delivery,1,1 Day Late
7296,4/17/2015 11:45,2,4,0,Advance shipping,-2,On-Time / Early
56964,4/11/2017 12:40,5,4,1,Late delivery,1,1 Day Late
6701,4/8/2015 19:18,2,4,0,Advance shipping,-2,On-Time / Early
53345,2/17/2017 16:46,6,4,1,Late delivery,2,2+ Days Late
56423,4/3/2017 15:08,4,4,0,Shipping on time,0,On-Time / Early
6917,4/11/2015 22:58,3,4,0,Advance shipping,-1,On-Time / Early
2770,2/10/2015 10:06,6,4,1,Late delivery,2,2+ Days Late
59235,5/14/2017 16:18,6,4,1,Late delivery,2,2+ Days Late
7457,4/19/2015 20:10,3,4,0,Advance shipping,-1,On-Time / Early
3730,2/24/2015 10:26,6,4,1,Late delivery,2,2+ Days Late
6405,4/4/2015 11:36,6,4,1,Late delivery,2,2+ Days Late
8314,5/2/2015 8:24,5,4,1,Late delivery,1,1 Day Late
54531,3/7/2017 0:17,2,4,0,Advance shipping,-2,On-Time / Early
55220,3/17/2017 1:40,6,4,1,Late delivery,2,2+ Days Late
4640,3/9/2015 17:14,6,4,1,Late delivery,2,2+ Days Late
59510,5/18/2017 16:39,6,4,1,Late delivery,2,2+ Days Late
52696,2/8/2017 5:24,2,4,0,Advance shipping,-2,On-Time / Early
56815,4/9/2017 8:28,6,4,1,Late delivery,2,2+ Days Late
4595,3/9/2015 1:28,6,4,1,Late delivery,2,2+ Days Late
2155,2/1/2015 10:38,6,4,1,Late delivery,2,2+ Days Late
6271,4/2/2015 12:39,2,4,0,Advance shipping,-2,On-Time / Early
55042,3/14/2017 11:18,3,4,0,Advance shipping,-1,On-Time / Early
3480,2/20/2015 18:50,6,4,1,Late delivery,2,2+ Days Late
56640,4/6/2017 19:09,6,4,1,Late delivery,2,2+ Days Late
9259,5/16/2015 3:29,5,4,1,Late delivery,1,1 Day Late
2140,2/1/2015 5:23,6,4,1,Late delivery,2,2+ Days Late
8502,5/5/2015 2:16,3,4,0,Advance shipping,-1,On-Time / Early
53597,2/21/2017 9:03,3,4,0,Advance shipping,-1,On-Time / Early
57830,4/24/2017 4:04,6,4,1,Late delivery,2,2+ Days Late
2344,2/4/2015 4:51,5,4,1,Late delivery,1,1 Day Late
7794,4/24/2015 18:14,5,4,1,Late delivery,1,1 Day Late
4273,3/4/2015 8:40,4,4,0,Shipping on time,0,On-Time / Early
54317,3/3/2017 21:18,3,4,0,Advance shipping,-1,On-Time / Early
8146,4/29/2015 21:33,2,4,0,Advance shipping,-2,On-Time / Early
3104,2/15/2015 7:07,5,4,1,Late delivery,1,1 Day Late
4447,3/6/2015 21:37,3,4,0,Advance shipping,-1,On-Time / Early
4667,3/10/2015 2:42,3,4,0,Advance shipping,-1,On-Time / Early
928,1/14/2015 12:46,4,4,0,Shipping on time,0,On-Time / Early
56783,4/8/2017 21:15,4,4,0,Shipping on time,0,On-Time / Early
591,1/9/2015 14:42,2,4,0,Advance shipping,-2,On-Time / Early
9632,5/21/2015 14:10,3,4,0,Advance shipping,-1,On-Time / Early
1096,1/16/2015 23:37,2,4,0,Advance shipping,-2,On-Time / Early
52148,1/31/2017 5:25,4,4,0,Shipping on time,0,On-Time / Early
4496,3/7/2015 14:47,2,4,0,Advance shipping,-2,On-Time / Early
57296,4/16/2017 8:59,2,4,0,Advance shipping,-2,On-Time / Early
57633,4/21/2017 7:03,4,4,0,Shipping on time,0,On-Time / Early
57198,4/14/2017 22:39,4,4,0,Shipping on time,0,On-Time / Early
3587,2/22/2015 8:20,3,4,0,Advance shipping,-1,On-Time / Early
2031,1/30/2015 15:11,2,4,0,Advance shipping,-2,On-Time / Early
52662,2/7/2017 17:29,3,4,0,Advance shipping,-1,On-Time / Early
6272,4/2/2015 13:00,3,4,0,Advance shipping,-1,On-Time / Early
7164,4/15/2015 13:31,5,4,1,Late delivery,1,1 Day Late
981,1/15/2015 7:20,2,4,0,Advance shipping,-2,On-Time / Early
53884,2/25/2017 13:36,5,4,1,Late delivery,1,1 Day Late
1788,1/27/2015 2:03,4,4,0,Shipping on time,0,On-Time / Early
2275,2/3/2015 4:41,6,4,1,Late delivery,2,2+ Days Late
52476,2/5/2017 0:19,2,4,0,Advance shipping,-2,On-Time / Early
63,1/1/2015 21:43,4,4,0,Shipping on time,0,On-Time / Early
61496,6/16/2017 16:26,2,4,0,Advance shipping,-2,On-Time / Early
3444,2/20/2015 6:14,5,4,1,Late delivery,1,1 Day Late
54411,3/5/2017 6:14,2,4,0,Advance shipping,-2,On-Time / Early
8692,5/7/2015 20:50,3,4,0,Advance shipping,-1,On-Time / Early
58709,5/7/2017 0:01,5,4,1,Late delivery,1,1 Day Late
7606,4/22/2015 0:22,2,4,0,Advance shipping,-2,On-Time / Early
9863,5/24/2015 23:05,4,4,0,Shipping on time,0,On-Time / Early
789,1/12/2015 12:04,5,4,1,Late delivery,1,1 Day Late
1665,1/25/2015 6:58,6,4,1,Late delivery,2,2+ Days Late
1801,1/27/2015 6:37,2,4,0,Advance shipping,-2,On-Time / Early
7599,4/21/2015 21:55,5,4,1,Late delivery,1,1 Day Late
5311,3/19/2015 12:19,2,4,0,Advance shipping,-2,On-Time / Early
57544,4/19/2017 23:52,5,4,1,Late delivery,1,1 Day Late
57368,4/17/2017 10:12,4,4,0,Shipping on time,0,On-Time / Early
5369,3/20/2015 8:38,5,4,1,Late delivery,1,1 Day Late
52063,1/29/2017 23:38,4,4,0,Shipping on time,0,On-Time / Early
7204,4/16/2015 3:31,5,4,1,Late delivery,1,1 Day Late
6209,4/1/2015 14:56,5,4,1,Late delivery,1,1 Day Late
633,1/10/2015 5:25,4,4,0,Shipping on time,0,On-Time / Early
8994,5/12/2015 6:38,5,4,1,Late delivery,1,1 Day Late
58860,5/9/2017 4:55,6,4,1,Late delivery,2,2+ Days Late
5231,3/18/2015 8:18,2,4,0,Advance shipping,-2,On-Time / Early
56661,4/7/2017 2:31,2,4,0,Advance shipping,-2,On-Time / Early
7117,4/14/2015 21:03,3,4,0,Advance shipping,-1,On-Time / Early
9173,5/14/2015 21:21,4,4,0,Shipping on time,0,On-Time / Early
422,1/7/2015 3:29,3,4,0,Advance shipping,-1,On-Time / Early
1884,1/28/2015 11:41,5,4,1,Late delivery,1,1 Day Late
3429,2/20/2015 0:58,5,4,1,Late delivery,1,1 Day Late
4984,3/14/2015 17:46,5,4,1,Late delivery,1,1 Day Late
5266,3/18/2015 20:33,2,4,0,Advance shipping,-2,On-Time / Early
43621,9/28/2016 18:01,2,2,0,Shipping canceled,0,On-Time / Early
50253,1/3/2017 13:30,4,2,1,Late delivery,2,2+ Days Late
49116,12/17/2016 23:10,2,2,0,Shipping on time,0,On-Time / Early
43568,9/27/2016 23:27,4,2,1,Late delivery,2,2+ Days Late
12763,7/6/2015 7:05,4,2,1,Late delivery,2,2+ Days Late
65006,8/6/2017 22:08,2,2,0,Shipping on time,0,On-Time / Early
61651,6/18/2017 22:44,2,2,0,Shipping on time,0,On-Time / Early
15636,8/17/2015 5:38,2,2,0,Shipping on time,0,On-Time / Early
18536,9/28/2015 13:38,2,2,0,Shipping on time,0,On-Time / Early
4676,3/10/2015 5:51,2,2,0,Shipping on time,0,On-Time / Early
6248,4/2/2015 4:36,4,2,1,Late delivery,2,2+ Days Late
57450,4/18/2017 14:56,6,2,1,Late delivery,4,2+ Days Late
4968,3/14/2015 12:09,4,2,1,Late delivery,2,2+ Days Late
7699,4/23/2015 8:57,5,2,1,Late delivery,3,2+ Days Late
52389,2/3/2017 17:50,5,2,1,Late delivery,3,2+ Days Late
1576,1/23/2015 23:47,2,2,0,Shipping on time,0,On-Time / Early
54529,3/6/2017 23:35,5,2,0,Shipping canceled,3,2+ Days Late
26989,1/29/2016 23:05,5,2,0,Shipping canceled,3,2+ Days Late
22497,11/25/2015 9:21,3,2,1,Late delivery,1,1 Day Late
42908,9/18/2016 8:14,4,2,1,Late delivery,2,2+ Days Late
22427,11/24/2015 8:49,3,2,1,Late delivery,1,1 Day Late
27157,2/1/2016 9:57,3,2,1,Late delivery,1,1 Day Late
26646,1/24/2016 22:55,2,2,0,Shipping on time,0,On-Time / Early
27194,2/1/2016 22:55,5,2,1,Late delivery,3,2+ Days Late
21458,11/10/2015 5:20,4,2,1,Late delivery,2,2+ Days Late
26893,1/28/2016 13:27,4,2,1,Late delivery,2,2+ Days Late
31061,3/29/2016 9:42,2,2,0,Shipping canceled,0,On-Time / Early
40833,8/19/2016 1:16,4,2,1,Late delivery,2,2+ Days Late
33319,5/1/2016 8:46,5,2,1,Late delivery,3,2+ Days Late
31515,4/5/2016 0:45,6,2,1,Late delivery,4,2+ Days Late
32927,4/25/2016 15:26,3,2,1,Late delivery,1,1 Day Late
50597,1/8/2017 14:01,3,2,1,Late delivery,1,1 Day Late
33831,5/8/2016 20:09,2,2,0,Shipping on time,0,On-Time / Early
48425,12/7/2016 21:05,6,2,1,Late delivery,4,2+ Days Late
47034,11/17/2016 13:45,5,2,1,Late delivery,3,2+ Days Late
42392,9/10/2016 19:27,3,2,1,Late delivery,1,1 Day Late
19976,10/19/2015 14:07,2,2,0,Shipping canceled,0,On-Time / Early
13818,7/21/2015 16:42,4,2,1,Late delivery,2,2+ Days Late
62316,6/28/2017 15:43,2,2,0,Shipping on time,0,On-Time / Early
63753,7/19/2017 15:09,4,2,1,Late delivery,2,2+ Days Late
16342,8/27/2015 12:58,3,2,1,Late delivery,1,1 Day Late
64542,7/31/2017 3:35,3,2,1,Late delivery,1,1 Day Late
67393,9/10/2017 18:25,4,2,1,Late delivery,2,2+ Days Late
66285,8/25/2017 14:14,6,2,1,Late delivery,4,2+ Days Late
18891,10/3/2015 18:00,2,2,0,Shipping on time,0,On-Time / Early
48523,12/9/2016 7:25,4,2,1,Late delivery,2,2+ Days Late
4849,3/12/2015 18:28,5,2,1,Late delivery,3,2+ Days Late
56014,3/28/2017 15:50,5,2,1,Late delivery,3,2+ Days Late
54742,3/10/2017 2:12,3,2,1,Late delivery,1,1 Day Late
38,1/1/2015 12:57,4,2,1,Late delivery,2,2+ Days Late
28752,2/24/2016 16:45,3,2,0,Shipping canceled,1,1 Day Late
24762,12/28/2015 10:52,3,2,1,Late delivery,1,1 Day Late
24390,12/23/2015 0:33,6,2,1,Late delivery,4,2+ Days Late
20949,11/2/2015 19:01,5,2,0,Shipping canceled,3,2+ Days Late
34700,5/21/2016 12:36,6,2,1,Late delivery,4,2+ Days Late
35163,5/28/2016 6:48,4,2,1,Late delivery,2,2+ Days Late
33805,5/8/2016 11:02,6,2,1,Late delivery,4,2+ Days Late
40813,8/18/2016 18:15,4,2,1,Late delivery,2,2+ Days Late
41376,8/26/2016 23:30,2,2,0,Shipping on time,0,On-Time / Early
43718,9/30/2016 4:00,4,2,1,Late delivery,2,2+ Days Late
65303,8/11/2017 6:11,4,2,1,Late delivery,2,2+ Days Late
45967,11/1/2016 23:56,3,2,1,Late delivery,1,1 Day Late
49942,12/30/2016 0:33,3,2,1,Late delivery,1,1 Day Late
66101,8/22/2017 21:46,2,2,0,Shipping on time,0,On-Time / Early
1328,1/20/2015 8:54,4,2,1,Late delivery,2,2+ Days Late
6729,4/9/2015 5:07,5,2,1,Late delivery,3,2+ Days Late
97,1/2/2015 9:37,3,2,1,Late delivery,1,1 Day Late
58775,5/7/2017 23:09,6,2,1,Late delivery,4,2+ Days Late
53618,2/21/2017 16:25,4,2,1,Late delivery,2,2+ Days Late
59067,5/12/2017 5:27,3,2,1,Late delivery,1,1 Day Late
56700,4/7/2017 16:11,6,2,1,Late delivery,4,2+ Days Late
21390,11/9/2015 5:31,6,2,0,Shipping canceled,4,2+ Days Late
24868,12/30/2015 0:01,4,2,0,Shipping canceled,2,2+ Days Late
42157,9/7/2016 9:07,3,2,1,Late delivery,1,1 Day Late
23580,12/11/2015 4:46,6,2,1,Late delivery,4,2+ Days Late
30508,3/21/2016 7:57,4,2,1,Late delivery,2,2+ Days Late
34952,5/25/2016 4:53,3,2,0,Shipping canceled,1,1 Day Late
33016,4/26/2016 22:37,2,2,0,Shipping on time,0,On-Time / Early
35740,6/5/2016 16:57,6,2,1,Late delivery,4,2+ Days Late
46956,11/16/2016 10:25,2,4,0,Shipping canceled,-2,On-Time / Early
49295,12/20/2016 13:53,6,4,0,Shipping canceled,2,2+ Days Late
47686,11/27/2016 2:10,2,4,0,Shipping canceled,-2,On-Time / Early
44907,10/17/2016 12:34,3,4,0,Advance shipping,-1,On-Time / Early
50184,1/2/2017 13:20,5,4,1,Late delivery,1,1 Day Late
44073,10/5/2016 8:23,4,4,0,Shipping on time,0,On-Time / Early
46516,11/10/2016 0:16,2,4,0,Advance shipping,-2,On-Time / Early
50646,1/9/2017 7:11,2,4,0,Advance shipping,-2,On-Time / Early
48217,12/4/2016 20:12,3,4,0,Advance shipping,-1,On-Time / Early
44231,10/7/2016 15:44,2,4,0,Advance shipping,-2,On-Time / Early
50780,1/11/2017 6:08,6,4,1,Late delivery,2,2+ Days Late
44223,10/7/2016 12:56,4,4,0,Shipping on time,0,On-Time / Early
48629,12/10/2016 20:33,5,4,1,Late delivery,1,1 Day Late
41781,9/1/2016 21:23,2,4,0,Advance shipping,-2,On-Time / Early
44668,10/14/2016 0:50,4,4,0,Shipping on time,0,On-Time / Early
47591,11/25/2016 16:53,2,4,0,Advance shipping,-2,On-Time / Early
41913,9/3/2016 19:38,4,4,0,Shipping on time,0,On-Time / Early
46293,11/6/2016 18:08,4,4,0,Shipping on time,0,On-Time / Early
45202,10/21/2016 19:55,3,4,0,Advance shipping,-1,On-Time / Early
50032,12/31/2016 8:05,3,4,0,Advance shipping,-1,On-Time / Early
51169,1/16/2017 22:25,5,4,1,Late delivery,1,1 Day Late
45892,10/31/2016 21:39,3,4,0,Advance shipping,-1,On-Time / Early
47767,11/28/2016 6:33,3,4,0,Shipping canceled,-1,On-Time / Early
71071,11/3/2017 10:59,2,4,0,Shipping canceled,-2,On-Time / Early
71052,11/3/2017 4:19,3,4,0,Shipping canceled,-1,On-Time / Early
70731,10/29/2017 11:52,2,4,0,Shipping canceled,-2,On-Time / Early
70658,10/28/2017 10:17,4,4,0,Shipping canceled,0,On-Time / Early
70972,11/2/2017 0:18,3,4,0,Shipping canceled,-1,On-Time / Early
13929,7/23/2015 7:35,5,4,0,Shipping canceled,1,1 Day Late
10938,6/9/2015 15:43,4,4,0,Shipping canceled,0,On-Time / Early
63264,7/12/2017 11:50,5,4,0,Shipping canceled,1,1 Day Late
70068,10/19/2017 19:35,4,4,0,Shipping canceled,0,On-Time / Early
14512,7/31/2015 19:50,3,4,0,Shipping canceled,-1,On-Time / Early
15716,8/18/2015 9:39,2,4,0,Shipping canceled,-2,On-Time / Early
19049,10/6/2015 1:21,5,4,0,Shipping canceled,1,1 Day Late
44954,10/18/2016 5:02,5,4,0,Shipping canceled,1,1 Day Late
11729,6/21/2015 4:50,5,4,0,Shipping canceled,1,1 Day Late
12342,6/30/2015 3:36,3,4,0,Shipping canceled,-1,On-Time / Early
10582,6/4/2015 10:59,3,4,0,Shipping canceled,-1,On-Time / Early
15656,8/17/2015 12:38,2,4,0,Shipping canceled,-2,On-Time / Early
66230,8/24/2017 18:58,6,4,0,Shipping canceled,2,2+ Days Late
15735,8/18/2015 16:19,6,4,0,Shipping canceled,2,2+ Days Late
62939,7/7/2017 17:59,5,4,0,Shipping canceled,1,1 Day Late
70846,10/31/2017 4:09,2,4,0,Advance shipping,-2,On-Time / Early
70828,10/30/2017 21:51,4,4,0,Shipping on time,0,On-Time / Early
70537,10/26/2017 15:54,3,4,0,Advance shipping,-1,On-Time / Early
69644,10/13/2017 15:02,5,4,1,Late delivery,1,1 Day Late
70906,11/1/2017 1:10,2,4,0,Advance shipping,-2,On-Time / Early
70886,10/31/2017 18:10,2,4,0,Advance shipping,-2,On-Time / Early
69710,10/14/2017 14:10,6,4,1,Late delivery,2,2+ Days Late
70993,11/2/2017 7:39,4,4,0,Shipping on time,0,On-Time / Early
69871,10/16/2017 22:34,2,4,0,Advance shipping,-2,On-Time / Early
69475,10/11/2017 3:50,6,4,1,Late delivery,2,2+ Days Late
69798,10/15/2017 20:59,4,4,0,Shipping on time,0,On-Time / Early
69797,10/15/2017 20:38,3,4,0,Advance shipping,-1,On-Time / Early
69940,10/17/2017 22:44,6,4,1,Late delivery,2,2+ Days Late
70863,10/31/2017 10:06,4,4,0,Shipping on time,0,On-Time / Early
71114,11/4/2017 2:03,5,4,1,Late delivery,1,1 Day Late
69795,10/15/2017 19:56,6,4,1,Late delivery,2,2+ Days Late
44565,10/12/2016 12:45,6,4,1,Late delivery,2,2+ Days Late
66362,8/26/2017 17:12,3,4,0,Advance shipping,-1,On-Time / Early
67061,9/5/2017 22:06,2,4,0,Advance shipping,-2,On-Time / Early
46162,11/4/2016 20:15,3,4,0,Advance shipping,-1,On-Time / Early
13377,7/15/2015 6:12,3,4,0,Advance shipping,-1,On-Time / Early
67016,9/5/2017 6:20,2,4,0,Advance shipping,-2,On-Time / Early
20273,10/23/2015 22:11,4,4,0,Shipping on time,0,On-Time / Early
65472,8/13/2017 17:24,3,4,0,Advance shipping,-1,On-Time / Early
63283,7/12/2017 18:30,4,4,0,Shipping on time,0,On-Time / Early
12122,6/26/2015 22:31,3,4,0,Advance shipping,-1,On-Time / Early
70307,10/23/2017 7:19,3,4,0,Advance shipping,-1,On-Time / Early
12951,7/9/2015 0:57,2,4,0,Advance shipping,-2,On-Time / Early
69207,10/7/2017 5:56,3,4,0,Advance shipping,-1,On-Time / Early
20169,10/22/2015 9:44,5,4,1,Late delivery,1,1 Day Late
15055,8/8/2015 18:05,6,4,1,Late delivery,2,2+ Days Late
66648,8/30/2017 21:24,4,4,0,Shipping on time,0,On-Time / Early
67141,9/7/2017 2:07,2,4,0,Advance shipping,-2,On-Time / Early
17411,9/12/2015 3:29,2,4,0,Advance shipping,-2,On-Time / Early
70035,10/19/2017 8:01,6,4,1,Late delivery,2,2+ Days Late
64530,7/30/2017 23:22,6,4,1,Late delivery,2,2+ Days Late
67803,9/16/2017 18:03,4,4,0,Shipping on time,0,On-Time / Early
69258,10/7/2017 23:48,4,4,0,Shipping on time,0,On-Time / Early
70231,10/22/2017 4:41,2,4,0,Advance shipping,-2,On-Time / Early
19167,10/7/2015 18:42,3,4,0,Advance shipping,-1,On-Time / Early
70410,10/24/2017 19:24,6,4,1,Late delivery,2,2+ Days Late
70355,10/24/2017 0:08,6,4,1,Late delivery,2,2+ Days Late
13297,7/14/2015 2:10,3,4,0,Advance shipping,-1,On-Time / Early
19876,10/18/2015 3:05,2,4,0,Advance shipping,-2,On-Time / Early
70066,10/19/2017 18:53,2,4,0,Advance shipping,-2,On-Time / Early
11266,6/14/2015 10:37,2,4,0,Advance shipping,-2,On-Time / Early
65786,8/18/2017 7:24,2,4,0,Advance shipping,-2,On-Time / Early
69272,10/8/2017 4:43,3,4,0,Advance shipping,-1,On-Time / Early
71263,11/6/2017 6:15,4,4,0,Shipping on time,0,On-Time / Early
12319,6/29/2015 19:32,5,4,1,Late delivery,1,1 Day Late
71154,11/4/2017 16:03,5,4,1,Late delivery,1,1 Day Late
11406,6/16/2015 11:40,2,4,0,Advance shipping,-2,On-Time / Early
70296,10/23/2017 3:28,2,4,0,Advance shipping,-2,On-Time / Early
67008,9/5/2017 3:32,4,4,0,Shipping on time,0,On-Time / Early
13178,7/12/2015 8:29,4,4,0,Shipping on time,0,On-Time / Early
67752,9/16/2017 0:11,3,4,0,Advance shipping,-1,On-Time / Early
43386,9/25/2016 7:41,2,4,0,Advance shipping,-2,On-Time / Early
70221,10/22/2017 1:11,2,4,0,Advance shipping,-2,On-Time / Early
70094,10/20/2017 4:42,5,4,1,Late delivery,1,1 Day Late
70237,10/22/2017 6:47,3,4,0,Advance shipping,-1,On-Time / Early
65399,8/12/2017 15:49,5,4,1,Late delivery,1,1 Day Late
18999,10/5/2015 7:50,5,4,1,Late delivery,1,1 Day Late
14249,7/27/2015 23:42,5,4,1,Late delivery,1,1 Day Late
19499,10/12/2015 15:01,5,4,1,Late delivery,1,1 Day Late
13764,7/20/2015 21:47,5,4,1,Late delivery,1,1 Day Late
17954,9/20/2015 1:44,5,4,1,Late delivery,1,1 Day Late
16613,8/31/2015 11:55,4,4,0,Shipping on time,0,On-Time / Early
14251,7/28/2015 0:24,2,4,0,Advance shipping,-2,On-Time / Early
17888,9/19/2015 2:36,4,4,0,Shipping on time,0,On-Time / Early
13422,7/15/2015 21:58,3,4,0,Advance shipping,-1,On-Time / Early
19869,10/18/2015 0:38,5,4,1,Late delivery,1,1 Day Late
62676,7/3/2017 21:50,2,4,0,Advance shipping,-2,On-Time / Early
62662,7/3/2017 16:56,3,4,0,Advance shipping,-1,On-Time / Early
18398,9/26/2015 13:17,4,4,0,Shipping on time,0,On-Time / Early
18965,10/4/2015 19:56,6,4,1,Late delivery,2,2+ Days Late
62807,7/5/2017 19:44,3,4,0,Advance shipping,-1,On-Time / Early
69040,10/4/2017 19:26,6,4,1,Late delivery,2,2+ Days Late
68967,10/3/2017 17:51,3,4,0,Advance shipping,-1,On-Time / Early
68931,10/3/2017 5:14,2,4,0,Advance shipping,-2,On-Time / Early
69179,10/6/2017 20:08,5,4,1,Late delivery,1,1 Day Late
69070,10/5/2017 5:56,6,4,1,Late delivery,2,2+ Days Late
69177,10/6/2017 19:26,3,4,0,Advance shipping,-1,On-Time / Early
69014,10/4/2017 10:19,5,4,1,Late delivery,1,1 Day Late
68978,10/3/2017 21:42,4,4,0,Shipping on time,0,On-Time / Early
69156,10/6/2017 12:04,2,4,0,Advance shipping,-2,On-Time / Early
71394,11/8/2017 4:08,5,4,1,Late delivery,1,1 Day Late
71375,11/7/2017 21:29,6,4,1,Late delivery,2,2+ Days Late
69388,10/9/2017 21:21,4,4,0,Shipping on time,0,On-Time / Early
70792,10/30/2017 9:14,3,4,0,Advance shipping,-1,On-Time / Early
69972,10/18/2017 9:57,3,4,0,Advance shipping,-1,On-Time / Early
70827,10/30/2017 21:30,3,4,0,Advance shipping,-1,On-Time / Early
69968,10/18/2017 8:33,4,4,0,Shipping on time,0,On-Time / Early
69860,10/16/2017 18:43,6,4,1,Late delivery,2,2+ Days Late
69716,10/14/2017 16:16,2,4,0,Advance shipping,-2,On-Time / Early
70662,10/28/2017 11:41,3,4,0,Advance shipping,-1,On-Time / Early
69535,10/12/2017 0:51,6,4,1,Late delivery,2,2+ Days Late
70748,10/29/2017 17:49,4,4,0,Shipping on time,0,On-Time / Early
70693,10/28/2017 22:33,4,4,0,Shipping on time,0,On-Time / Early
70976,11/2/2017 1:42,2,4,0,Advance shipping,-2,On-Time / Early
69944,10/18/2017 0:08,5,4,1,Late delivery,1,1 Day Late
69673,10/14/2017 1:12,4,4,0,Shipping on time,0,On-Time / Early
69727,10/14/2017 20:07,3,4,0,Advance shipping,-1,On-Time / Early
70742,10/29/2017 15:43,3,4,0,Advance shipping,-1,On-Time / Early
13187,7/12/2015 11:38,3,4,0,Advance shipping,-1,On-Time / Early
49972,12/30/2016 11:04,3,4,0,Advance shipping,-1,On-Time / Early
12105,6/26/2015 16:34,6,4,1,Late delivery,2,2+ Days Late
67956,9/18/2017 23:39,2,4,0,Advance shipping,-2,On-Time / Early
15910,8/21/2015 5:37,6,4,1,Late delivery,2,2+ Days Late
71200,11/5/2017 8:10,6,4,1,Late delivery,2,2+ Days Late
71326,11/7/2017 4:19,2,4,0,Advance shipping,-2,On-Time / Early
10760,6/7/2015 1:21,6,4,1,Late delivery,2,2+ Days Late
17627,9/15/2015 7:10,3,4,0,Advance shipping,-1,On-Time / Early
13133,7/11/2015 16:43,4,4,0,Shipping on time,0,On-Time / Early
71323,11/7/2017 3:16,4,4,0,Shipping on time,0,On-Time / Early
15628,8/17/2015 2:50,4,4,0,Shipping on time,0,On-Time / Early
64745,8/3/2017 2:42,6,4,1,Late delivery,2,2+ Days Late
70394,10/24/2017 13:48,5,4,1,Late delivery,1,1 Day Late
71266,11/6/2017 7:18,2,4,0,Advance shipping,-2,On-Time / Early
69257,10/7/2017 23:27,3,4,0,Advance shipping,-1,On-Time / Early
67633,9/14/2017 6:30,4,4,0,Shipping on time,0,On-Time / Early
66844,9/2/2017 18:04,5,4,1,Late delivery,1,1 Day Late
69256,10/7/2017 23:06,2,4,0,Advance shipping,-2,On-Time / Early
67260,9/8/2017 19:49,6,4,1,Late delivery,2,2+ Days Late
67768,9/16/2017 5:47,4,4,0,Shipping on time,0,On-Time / Early
64351,7/28/2017 8:40,2,4,0,Advance shipping,-2,On-Time / Early
14864,8/5/2015 23:10,5,4,1,Late delivery,1,1 Day Late
70065,10/19/2017 18:32,6,4,1,Late delivery,2,2+ Days Late
71299,11/6/2017 18:51,5,4,1,Late delivery,1,1 Day Late
20082,10/21/2015 3:16,3,4,0,Advance shipping,-1,On-Time / Early
